gndr,age_cat,eduyrs_cat,cntry,work_status,occupation,polscale,trust_cat,internet_use
1,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Faible,Régulièrement
1,18-25,16-20,RS,Employé,Employés administratifs,Centre-gauche,Très faible,Quotidiennement
2,26-40,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Quotidiennement
1,41-55,<9,RS,Employé,Opérateurs/Assembleurs,Centre-gauche,Faible,Quotidiennement
2,56-70,<9,RS,Employé,Artisans/Métiers,Centre-gauche,Élevée,Rarement
2,41-55,9-12,RS,Autre,Agriculture/Pêche,Gauche,Faible,Quotidiennement
1,41-55,9-12,RS,Employé,Artisans/Métiers,Droite,Élevée,Quotidiennement
1,56-70,9-12,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Élevée,Rarement
2,18-25,<9,RS,Autre,Agriculture/Pêche,Gauche,Faible,Quotidiennement
2,71+,<9,RS,Autre,Professions élémentaires,Gauche,Très élevée,Quotidiennement
2,56-70,9-12,RS,Employé,Agriculture/Pêche,Centre-gauche,Faible,Quotidiennement
2,71+,9-12,RS,Autre,Opérateurs/Assembleurs,Gauche,Faible,Rarement
1,71+,<9,RS,Autre,Opérateurs/Assembleurs,Centre-gauche,Faible,Régulièrement
2,71+,9-12,RS,Autre,Professions intermédiaires,Centre-droite,Élevée,Rarement
2,71+,<9,RS,Autre,Services/Vente,Centre-gauche,Élevée,Quotidiennement
2,26-40,9-12,RS,Employé,Employés administratifs,Gauche,Faible,Quotidiennement
1,71+,<9,RS,Autre,Professions élémentaires,Centre-gauche,Très élevée,Rarement
2,26-40,9-12,RS,Autre,Agriculture/Pêche,Droite,Très faible,Quotidiennement
1,71+,16-20,RS,Autre,Professions intellectuelles,Gauche,Élevée,Rarement
2,41-55,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Très faible,Quotidiennement
2,56-70,9-12,RS,Autre,Employés administratifs,Centre-droite,Faible,Quotidiennement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Gauche,Faible,Quotidiennement
2,41-55,16-20,RS,Employé,Cadres/Dirigeants,Gauche,Faible,Quotidiennement
1,26-40,16-20,RS,Employé,Professions intellectuelles,Centre-droite,Faible,Quotidiennement
2,56-70,<9,RS,Autre,Agriculture/Pêche,Droite,Faible,Régulièrement
2,56-70,<9,RS,Autre,Artisans/Métiers,Droite,Très élevée,Quotidiennement
2,71+,9-12,RS,Autre,Employés administratifs,Centre-gauche,Faible,Régulièrement
1,41-55,16-20,RS,Employé,Professions intellectuelles,Gauche,Très faible,Quotidiennement
2,26-40,16-20,RS,Employé,Cadres/Dirigeants,Centre-gauche,Très faible,Quotidiennement
1,71+,9-12,RS,Autre,Employés administratifs,Centre-gauche,Faible,Rarement
1,71+,9-12,RS,Autre,Artisans/Métiers,Centre-droite,Très élevée,Régulièrement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
2,71+,16-20,RS,Autre,Professions intellectuelles,Gauche,Très élevée,Rarement
1,56-70,<9,RS,Autre,Agriculture/Pêche,Centre-gauche,Faible,Rarement
2,71+,9-12,RS,Autre,Agriculture/Pêche,Centre-droite,Élevée,Rarement
2,18-25,9-12,RS,Autre,Agriculture/Pêche,Gauche,Très faible,Quotidiennement
2,41-55,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Élevée,Régulièrement
2,41-55,<9,RS,Autre,Professions élémentaires,Gauche,Élevée,Quotidiennement
2,71+,9-12,RS,Autre,Professions intermédiaires,Gauche,Élevée,Rarement
1,41-55,9-12,RS,Chômeur,Artisans/Métiers,Droite,Très faible,Quotidiennement
1,71+,9-12,RS,Autre,Services/Vente,Centre-droite,Faible,Rarement
1,26-40,13-15,RS,Employé,Cadres/Dirigeants,Droite,Très faible,Quotidiennement
1,56-70,9-12,RS,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
2,18-25,13-15,RS,Autre,Services/Vente,Droite,Faible,Quotidiennement
1,18-25,9-12,RS,Autre,Agriculture/Pêche,Centre-gauche,Élevée,Quotidiennement
2,71+,9-12,RS,Autre,Professions intermédiaires,Centre-droite,Élevée,Quotidiennement
1,41-55,16-20,RS,Employé,Employés administratifs,Gauche,Très faible,Quotidiennement
2,56-70,9-12,SE,Employé,Services/Vente,Centre-gauche,Faible,Quotidiennement
2,26-40,16-20,SE,Chômeur,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
2,26-40,16-20,SE,Autre,Services/Vente,Gauche,Très élevée,Quotidiennement
2,56-70,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,26-40,9-12,SE,Autre,Employés administratifs,Droite,Faible,Quotidiennement
2,71+,<9,SE,Autre,Services/Vente,Centre-gauche,Élevée,Régulièrement
2,56-70,9-12,SE,Employé,Professions élémentaires,Centre-droite,Élevée,Quotidiennement
2,56-70,13-15,SE,Autre,Professions intermédiaires,Gauche,Élevée,Quotidiennement
2,56-70,9-12,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,56-70,9-12,SE,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
2,56-70,13-15,SE,Employé,Services/Vente,Droite,Faible,Quotidiennement
2,26-40,13-15,SE,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
1,71+,9-12,SE,Autre,Artisans/Métiers,Centre-gauche,Très élevée,Quotidiennement
1,56-70,16-20,SE,Autre,Professions intermédiaires,Droite,Très élevée,Quotidiennement
1,18-25,13-15,SE,Autre,Services/Vente,Gauche,Élevée,Quotidiennement
1,26-40,16-20,SE,Autre,Cadres/Dirigeants,Gauche,Faible,Quotidiennement
2,71+,13-15,SE,Autre,Professions intellectuelles,Droite,Élevée,Quotidiennement
1,41-55,9-12,SE,Autre,Artisans/Métiers,Gauche,Faible,Quotidiennement
2,71+,16-20,SE,Autre,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,18-25,9-12,SE,Autre,Opérateurs/Assembleurs,Centre-gauche,Faible,Quotidiennement
1,26-40,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Services/Vente,Centre-droite,Faible,Régulièrement
2,26-40,16-20,SE,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,71+,<9,SE,Autre,Professions intellectuelles,Centre-gauche,Très faible,Rarement
2,56-70,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions élémentaires,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,13-15,SE,Employé,Professions élémentaires,Centre-gauche,Élevée,Quotidiennement
2,41-55,13-15,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,56-70,13-15,SE,Autre,Professions intellectuelles,Gauche,Faible,Quotidiennement
1,71+,9-12,SE,Autre,Artisans/Métiers,Gauche,Faible,Régulièrement
2,41-55,13-15,SE,Employé,Services/Vente,Gauche,Très élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Artisans/Métiers,Centre-droite,Élevée,Quotidiennement
1,18-25,9-12,SE,Autre,Employés administratifs,Centre-gauche,Élevée,Quotidiennement
1,56-70,9-12,SE,Autre,Artisans/Métiers,Gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,56-70,13-15,SE,Employé,Professions élémentaires,Droite,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Services/Vente,Centre-gauche,Très élevée,Régulièrement
2,41-55,13-15,SE,Employé,Cadres/Dirigeants,Droite,Élevée,Quotidiennement
1,26-40,16-20,SE,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
1,56-70,16-20,SE,Autre,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,41-55,9-12,SE,Employé,Services/Vente,Centre-droite,Très élevée,Quotidiennement
2,56-70,13-15,SE,Autre,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,71+,16-20,SE,Autre,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,56-70,9-12,SE,Autre,Services/Vente,Centre-gauche,Très élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
2,71+,<9,SE,Autre,Employés administratifs,Gauche,Faible,Régulièrement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,71+,16-20,SE,Autre,Professions élémentaires,Droite,Élevée,Rarement
1,56-70,9-12,SE,Autre,Professions élémentaires,Centre-droite,Très faible,Quotidiennement
1,56-70,9-12,SE,Employé,Agriculture/Pêche,Centre-gauche,Faible,Quotidiennement
1,56-70,9-12,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,56-70,20+,SE,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,71+,13-15,SE,Autre,Professions intermédiaires,Centre-droite,Très faible,Quotidiennement
2,71+,16-20,SE,Autre,Professions intellectuelles,Droite,Élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Droite,Élevée,Quotidiennement
2,56-70,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,71+,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
1,56-70,13-15,SE,Employé,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,71+,13-15,SE,Autre,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,56-70,9-12,SE,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,71+,9-12,SE,Autre,Services/Vente,Droite,Très élevée,Quotidiennement
1,71+,16-20,SE,Autre,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,56-70,16-20,SE,Autre,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,18-25,9-12,SE,Employé,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
2,56-70,9-12,SE,Employé,Professions intellectuelles,Droite,Très faible,Quotidiennement
1,41-55,16-20,SE,Chômeur,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,18-25,<9,SE,Autre,Agriculture/Pêche,Centre-gauche,Faible,Quotidiennement
2,71+,13-15,SE,Autre,Professions intellectuelles,Droite,Très élevée,Quotidiennement
2,56-70,9-12,SE,Employé,Services/Vente,Centre-droite,Élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,56-70,16-20,SE,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,41-55,9-12,SE,Employé,Opérateurs/Assembleurs,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,SE,Autre,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Services/Vente,Centre-gauche,Élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
2,71+,13-15,SE,Autre,Cadres/Dirigeants,Centre-droite,Élevée,Rarement
2,71+,13-15,SE,Autre,Professions intellectuelles,Centre-gauche,Faible,Régulièrement
1,18-25,<9,SE,Employé,Professions élémentaires,Droite,Très faible,Quotidiennement
1,26-40,16-20,SE,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,41-55,13-15,SE,Employé,Professions intermédiaires,Droite,Élevée,Quotidiennement
1,56-70,9-12,SE,Autre,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,56-70,9-12,SE,Employé,Professions élémentaires,Centre-gauche,Élevée,Quotidiennement
1,71+,<9,SE,Autre,Professions intermédiaires,Centre-droite,Élevée,Quotidiennement
2,71+,13-15,SE,Autre,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Professions élémentaires,Centre-droite,Élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,56-70,16-20,SE,Autre,Professions élémentaires,Gauche,Élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,26-40,9-12,SE,Autre,Professions intermédiaires,Centre-gauche,Élevée,Quotidiennement
2,18-25,9-12,SE,Employé,Services/Vente,Gauche,Élevée,Quotidiennement
1,56-70,9-12,SE,Autre,Professions élémentaires,Centre-droite,Faible,Régulièrement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
2,56-70,13-15,SE,Autre,Professions intermédiaires,Centre-gauche,Très élevée,Quotidiennement
1,26-40,13-15,SE,Autre,Professions intermédiaires,Droite,Très élevée,Quotidiennement
1,71+,16-20,SE,Autre,Cadres/Dirigeants,Centre-gauche,Très élevée,Quotidiennement
1,56-70,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,18-25,9-12,SE,Employé,Services/Vente,Centre-gauche,Élevée,Rarement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,41-55,9-12,SE,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
2,26-40,13-15,SE,Autre,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Artisans/Métiers,Gauche,Faible,Quotidiennement
1,41-55,13-15,SE,Employé,Professions intellectuelles,Gauche,Faible,Quotidiennement
2,41-55,13-15,SE,Employé,Services/Vente,Gauche,Très élevée,Quotidiennement
1,71+,<9,SE,Autre,Cadres/Dirigeants,Centre-droite,Très élevée,Rarement
2,56-70,13-15,SE,Autre,Professions intermédiaires,Droite,Très élevée,Quotidiennement
2,71+,9-12,SE,Autre,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,71+,13-15,SE,Autre,Professions intermédiaires,Gauche,Très élevée,Quotidiennement
2,26-40,16-20,SE,Autre,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
1,56-70,13-15,SE,Autre,Opérateurs/Assembleurs,Centre-droite,Élevée,Quotidiennement
1,41-55,9-12,SE,Employé,Professions élémentaires,Centre-droite,Élevée,Quotidiennement
2,41-55,16-20,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,41-55,13-15,SE,Employé,Artisans/Métiers,Gauche,Très élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,26-40,9-12,SE,Autre,Services/Vente,Centre-droite,Très élevée,Quotidiennement
1,41-55,16-20,SE,Employé,Professions élémentaires,Centre-droite,Très élevée,Quotidiennement
1,26-40,13-15,SE,Employé,Professions élémentaires,Centre-droite,Très élevée,Quotidiennement
2,71+,13-15,SE,Autre,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Services/Vente,Centre-droite,Très élevée,Quotidiennement
2,56-70,16-20,SE,Employé,Cadres/Dirigeants,Centre-droite,Très élevée,Quotidiennement
1,71+,16-20,SE,Autre,Professions intermédiaires,Centre-droite,Élevée,Quotidiennement
2,18-25,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,56-70,9-12,SE,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Cadres/Dirigeants,Centre-droite,Élevée,Quotidiennement
2,26-40,13-15,SE,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,56-70,13-15,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,56-70,16-20,SE,Employé,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,26-40,20+,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
2,56-70,13-15,SE,Employé,Services/Vente,Droite,Très élevée,Quotidiennement
1,71+,9-12,SE,Employé,Agriculture/Pêche,Droite,Élevée,Quotidiennement
1,56-70,<9,SE,Employé,Professions intermédiaires,Droite,Élevée,Quotidiennement
2,71+,9-12,SE,Autre,Services/Vente,Gauche,Élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Services/Vente,Droite,Très élevée,Quotidiennement
1,56-70,16-20,SE,Autre,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,56-70,16-20,SE,Autre,Professions intellectuelles,Gauche,Élevée,Quotidiennement
2,18-25,9-12,SE,Autre,Professions élémentaires,Gauche,Faible,Quotidiennement
1,26-40,9-12,SE,Employé,Artisans/Métiers,Centre-droite,Très élevée,Quotidiennement
1,26-40,16-20,SE,Autre,Artisans/Métiers,Gauche,Très élevée,Quotidiennement
1,56-70,9-12,SE,Employé,Artisans/Métiers,Centre-gauche,Élevée,Quotidiennement
1,41-55,13-15,SE,Employé,Professions intellectuelles,Centre-droite,Très élevée,Quotidiennement
1,56-70,13-15,SE,Autre,Cadres/Dirigeants,Centre-droite,Très faible,Quotidiennement
1,41-55,9-12,SE,Employé,Professions intermédiaires,Centre-droite,Élevée,Quotidiennement
2,71+,9-12,SE,Autre,Employés administratifs,Centre-gauche,Faible,Régulièrement
2,41-55,13-15,SE,Employé,Professions intellectuelles,Gauche,Élevée,Quotidiennement
1,41-55,9-12,SE,Employé,Opérateurs/Assembleurs,Centre-droite,Élevée,Quotidiennement
1,26-40,9-12,SE,Employé,Opérateurs/Assembleurs,Droite,Faible,Quotidiennement
1,26-40,13-15,SE,Employé,Employés administratifs,Gauche,Faible,Quotidiennement
1,26-40,9-12,SE,Employé,Opérateurs/Assembleurs,Gauche,Faible,Quotidiennement
2,56-70,9-12,SE,Employé,Cadres/Dirigeants,Droite,Très élevée,Régulièrement
1,26-40,16-20,SE,Employé,Professions intellectuelles,Droite,Faible,Quotidiennement
2,71+,13-15,SE,Autre,Professions élémentaires,Centre-droite,Élevée,Quotidiennement
1,18-25,<9,SE,Autre,Agriculture/Pêche,Centre-gauche,Très élevée,Quotidiennement
2,41-55,16-20,SE,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,26-40,13-15,SE,Employé,Opérateurs/Assembleurs,Centre-droite,Faible,Quotidiennement
1,56-70,13-15,SE,Autre,Professions intellectuelles,Centre-gauche,Très faible,Quotidiennement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,41-55,13-15,SE,Employé,Opérateurs/Assembleurs,Droite,Très élevée,Régulièrement
1,41-55,13-15,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
2,71+,<9,SE,Autre,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
1,56-70,13-15,SE,Employé,Services/Vente,Gauche,Très élevée,Quotidiennement
2,56-70,13-15,SE,Employé,Professions élémentaires,Centre-gauche,Très élevée,Quotidiennement
1,71+,13-15,SE,Autre,Professions intellectuelles,Centre-droite,Élevée,Quotidiennement
1,71+,13-15,SE,Autre,Professions intellectuelles,Gauche,Très élevée,Quotidiennement
1,71+,16-20,SE,Autre,Professions intermédiaires,Centre-droite,Élevée,Quotidiennement
1,71+,9-12,SE,Autre,Services/Vente,Gauche,Élevée,Régulièrement
2,71+,13-15,SE,Autre,Professions intellectuelles,Centre-gauche,Élevée,Quotidiennement
2,41-55,9-12,SE,Employé,Services/Vente,Gauche,Élevée,Quotidiennement
2,71+,9-12,SE,Autre,Services/Vente,Centre-gauche,Faible,Régulièrement
2,41-55,16-20,SE,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
2,26-40,<9,SE,Autre,Professions intermédiaires,Centre-gauche,Faible,Quotidiennement
1,41-55,20+,SE,Employé,Professions intellectuelles,Droite,Très élevée,Quotidiennement
2,26-40,16-20,SE,Employé,Professions intellectuelles,Centre-gauche,Très élevée,Quotidiennement
